frame,t_s,ref_X_mm,ref_Y_mm,est_X_mm,est_Y_mm,err_X_mm,err_Y_mm,err_norm_mm,est_oracle_X_mm,est_oracle_Y_mm,err_oracle_mm,tracked_points,inlier_ratio,roi_visible,ref_corners,ref_rms_px,mm_per_px,xcheck_mm,flags
291,4.8992,0.0544,0.0078,-0.0030,0.0003,-0.0574,-0.0075,0.0579,-0.0030,0.0003,0.0579,2000,1.0000,0.6098,168,0.4818,0.193603,0.1037,
292,4.9160,0.0590,-0.0033,-0.0030,0.0003,-0.0620,0.0036,0.0621,-0.0030,0.0002,0.0621,1999,1.0000,0.6093,170,0.5148,0.193600,0.1091,
293,4.9328,0.0589,-0.0033,-0.0029,0.0003,-0.0618,0.0036,0.0619,-0.0029,0.0002,0.0619,2000,1.0000,0.6093,170,0.5150,0.193600,0.1090,
294,4.9497,-0.0703,0.0113,-0.0031,0.0003,0.0672,-0.0110,0.0681,-0.0031,0.0003,0.0681,2000,1.0000,0.6101,165,0.4455,0.193564,0.0214,
295,4.9665,-0.0700,0.0108,-0.0030,0.0003,0.0670,-0.0105,0.0678,-0.0030,0.0003,0.0678,2000,1.0000,0.6101,165,0.4456,0.193564,0.0209,
296,4.9833,0.0041,0.0180,-0.0030,0.0003,-0.0071,-0.0177,0.0191,-0.0030,0.0003,0.0191,2000,1.0000,0.6100,167,0.4676,0.193592,0.0539,
297,5.0002,0.0039,0.0181,-0.0030,0.0003,-0.0069,-0.0178,0.0191,-0.0030,0.0003,0.0191,2000,1.0000,0.6100,167,0.4677,0.193592,0.0540,
298,5.0170,0.0045,0.0177,-0.0030,0.0003,-0.0075,-0.0174,0.0189,-0.0030,0.0003,0.0189,2000,1.0000,0.6100,167,0.4677,0.193592,0.0545,
299,5.0338,0.0041,0.0179,-0.0031,0.0003,-0.0072,-0.0176,0.0190,-0.0031,0.0003,0.0190,1999,1.0000,0.6100,167,0.4676,0.193592,0.0542,
300,5.0507,-0.0800,0.0073,-0.0027,0.0020,0.0773,-0.0053,0.0775,-0.0027,0.0020,0.0775,1999,1.0000,0.6101,164,0.4254,0.193556,0.0069,
301,5.0675,-0.0804,0.0072,-0.0027,0.0020,0.0777,-0.0052,0.0779,-0.0027,0.0020,0.0779,2000,1.0000,0.6101,164,0.4254,0.193557,0.0073,
302,5.0844,-0.0803,0.0070,-0.0027,0.0020,0.0776,-0.0050,0.0778,-0.0027,0.0020,0.0778,2000,1.0000,0.6101,164,0.4254,0.193557,0.0797,
303,5.1012,-0.0271,0.0395,-0.0028,0.0020,0.0243,-0.0375,0.0447,-0.0028,0.0020,0.0447,2000,1.0000,0.6102,167,0.4661,0.193642,0.0373,
304,5.1180,-0.1092,0.0200,-0.0028,0.0020,0.1064,-0.0180,0.1079,-0.0028,0.0020,0.1079,2000,1.0000,0.6108,163,0.4161,0.193585,0.0788,
305,5.1349,-0.0787,0.0169,-0.0028,0.0020,0.0759,-0.0149,0.0773,-0.0028,0.0019,0.0774,2000,1.0000,0.6103,163,0.4081,0.193567,0.0488,
306,5.1517,-0.0789,0.0169,-0.0028,0.0019,0.0761,-0.0150,0.0776,-0.0028,0.0019,0.0776,2000,1.0000,0.6103,163,0.4081,0.193567,0.0489,
307,5.1685,-0.0790,0.0171,-0.0028,0.0020,0.0762,-0.0151,0.0777,-0.0028,0.0020,0.0777,2000,1.0000,0.6103,163,0.4082,0.193567,0.0563,
308,5.1854,-0.0791,0.0171,-0.0028,0.0020,0.0763,-0.0151,0.0778,-0.0028,0.0020,0.0778,2000,1.0000,0.6103,163,0.4083,0.193567,0.0562,
309,5.2022,-0.0791,0.0171,-0.0028,0.0020,0.0763,-0.0151,0.0778,-0.0028,0.0020,0.0778,2000,1.0000,0.6103,163,0.4083,0.193568,0.0563,
310,5.2190,0.0057,0.0324,-0.0027,0.0020,-0.0084,-0.0304,0.0315,-0.0027,0.0020,0.0315,2000,1.0000,0.6103,167,0.4715,0.193667,0.1151,
311,5.2359,0.0054,0.0325,-0.0026,0.0021,-0.0080,-0.0304,0.0314,-0.0026,0.0021,0.0314,2000,1.0000,0.6103,167,0.4716,0.193668,0.1042,
312,5.2527,0.0048,0.0327,-0.0027,0.0021,-0.0075,-0.0306,0.0315,-0.0027,0.0021,0.0315,2000,1.0000,0.6103,167,0.4716,0.193669,0.0352,
313,5.2695,0.0046,0.0326,-0.0026,0.0021,-0.0072,-0.0305,0.0313,-0.0026,0.0021,0.0313,2000,1.0000,0.6103,167,0.4716,0.193669,0.0472,
314,5.2864,0.1061,-0.0330,-0.0027,0.0021,-0.1088,0.0351,0.1143,-0.0027,0.0021,0.1143,2000,1.0000,0.6096,167,0.4737,0.193499,0.1652,
315,5.3032,0.0409,0.0032,-0.0026,0.0020,-0.0435,-0.0012,0.0435,-0.0026,0.0020,0.0435,2000,1.0000,0.6099,168,0.4781,0.193597,0.0941,
316,5.3201,0.0409,0.0031,-0.0026,0.0020,-0.0435,-0.0011,0.0435,-0.0026,0.0020,0.0435,2000,1.0000,0.6099,168,0.4781,0.193598,0.0941,
317,5.3369,0.0409,0.0031,-0.0027,0.0020,-0.0436,-0.0011,0.0436,-0.0027,0.0020,0.0436,2000,1.0000,0.6099,168,0.4783,0.193598,0.1435,
318,5.3537,0.0409,0.0031,-0.0026,0.0020,-0.0435,-0.0011,0.0435,-0.0026,0.0020,0.0435,2000,1.0000,0.6099,168,0.4782,0.193598,0.0939,
319,5.3706,0.0409,0.0032,-0.0026,0.0021,-0.0435,-0.0011,0.0435,-0.0026,0.0021,0.0435,2000,1.0000,0.6099,168,0.4781,0.193597,0.1434,
320,5.3874,-0.0869,0.0190,-0.0026,0.0021,0.0843,-0.0169,0.0860,-0.0026,0.0021,0.0860,2000,1.0000,0.6103,163,0.4085,0.193572,0.0695,
321,5.4042,-0.0870,0.0189,-0.0025,0.0021,0.0845,-0.0168,0.0862,-0.0025,0.0021,0.0862,2000,1.0000,0.6103,163,0.4085,0.193572,0.0695,
322,5.4211,-0.0870,0.0189,-0.0025,0.0021,0.0845,-0.0168,0.0862,-0.0025,0.0021,0.0862,2000,1.0000,0.6103,163,0.4084,0.193572,0.0696,
323,5.4379,-0.0870,0.0189,-0.0025,0.0021,0.0845,-0.0168,0.0862,-0.0025,0.0021,0.0862,2000,1.0000,0.6103,163,0.4083,0.193572,0.0696,
324,5.4547,-0.0871,0.0188,-0.0025,0.0021,0.0846,-0.0167,0.0862,-0.0025,0.0021,0.0862,2000,1.0000,0.6103,163,0.4082,0.193572,0.0699,
325,5.4716,-0.0871,0.0190,-0.0025,0.0020,0.0846,-0.0170,0.0863,-0.0025,0.0020,0.0863,2000,1.0000,0.6103,163,0.4085,0.193573,0.0266,
326,5.4884,0.0870,-0.0156,-0.0025,0.0021,-0.0895,0.0177,0.0912,-0.0025,0.0021,0.0912,2000,1.0000,0.6085,167,0.5051,0.193416,0.1345,
327,5.5052,0.0843,-0.0544,-0.0025,0.0021,-0.0868,0.0565,0.1036,-0.0025,0.0021,0.1036,2000,1.0000,0.6094,168,0.5003,0.193523,0.1423,
328,5.5221,0.0844,-0.0544,-0.0025,0.0021,-0.0869,0.0565,0.1037,-0.0025,0.0021,0.1037,2000,1.0000,0.6094,168,0.5003,0.193523,0.1426,
329,5.5389,-0.1022,0.0221,-0.0025,0.0020,0.0997,-0.0201,0.1017,-0.0025,0.0019,0.1017,2000,1.0000,0.6104,163,0.4090,0.193572,0.0624,
330,5.5558,-0.0244,-0.0052,-0.0008,0.0009,0.0236,0.0061,0.0244,-0.0008,0.0009,0.0244,1998,0.9995,0.6097,164,0.4330,0.193454,0.0958,
331,5.5726,-0.0248,-0.0052,-0.0008,0.0009,0.0240,0.0061,0.0248,-0.0008,0.0009,0.0248,2000,1.0000,0.6097,164,0.4331,0.193454,0.0460,
332,5.5894,0.0064,0.0126,-0.0008,0.0009,-0.0072,-0.0117,0.0137,-0.0008,0.0009,0.0137,2000,1.0000,0.6100,167,0.4726,0.193606,0.0240,
333,5.6063,-0.2394,0.0327,-0.0008,0.0008,0.2386,-0.0319,0.2407,-0.0008,0.0008,0.2407,2000,1.0000,0.6106,162,0.4141,0.193611,0.2227,
334,5.6231,-0.2390,0.0325,-0.0008,0.0009,0.2382,-0.0316,0.2403,-0.0008,0.0009,0.2403,2000,1.0000,0.6106,162,0.4140,0.193610,0.2223,
335,5.6399,0.1182,-0.0230,-0.0008,0.0007,-0.1190,0.0237,0.1213,-0.0008,0.0007,0.1213,2000,1.0000,0.6083,166,0.5079,0.193359,0.1732,
336,5.6568,0.1180,-0.0230,-0.0008,0.0007,-0.1188,0.0237,0.1211,-0.0008,0.0007,0.1211,2000,1.0000,0.6083,166,0.5079,0.193360,0.1730,
337,5.6736,0.1183,-0.0230,-0.0008,0.0006,-0.1191,0.0236,0.1214,-0.0008,0.0006,0.1214,2000,1.0000,0.6083,166,0.5079,0.193359,0.1731,
338,5.6904,0.1184,-0.0230,-0.0008,0.0006,-0.1192,0.0236,0.1215,-0.0008,0.0006,0.1215,2000,1.0000,0.6083,166,0.5079,0.193359,0.1733,
339,5.7073,-0.1777,-0.0155,-0.0008,0.0006,0.1769,0.0161,0.1776,-0.0008,0.0006,0.1776,2000,1.0000,0.6103,162,0.4299,0.193474,0.1421,
340,5.7241,0.0403,0.0028,-0.0008,0.0006,-0.0411,-0.0022,0.0412,-0.0008,0.0006,0.0412,2000,1.0000,0.6093,171,0.5422,0.193655,0.1807,
341,5.7409,0.0402,0.0028,-0.0008,0.0007,-0.0410,-0.0021,0.0411,-0.0008,0.0007,0.0411,2000,1.0000,0.6093,171,0.5423,0.193655,0.0910,
342,5.7578,-0.1616,-0.0149,-0.0008,0.0005,0.1608,0.0154,0.1615,-0.0008,0.0005,0.1615,2000,1.0000,0.6102,162,0.4192,0.193510,0.1370,
343,5.7746,-0.1385,-0.0260,-0.0008,0.0005,0.1377,0.0265,0.1402,-0.0008,0.0005,0.1402,2000,1.0000,0.6100,163,0.4356,0.193497,0.0836,
344,5.7914,-0.1384,-0.0261,-0.0008,0.0005,0.1376,0.0266,0.1401,-0.0008,0.0005,0.1401,2000,1.0000,0.6100,163,0.4354,0.193497,0.0856,
345,5.8083,0.2848,-0.1445,-0.0008,0.0006,-0.2856,0.1451,0.3203,-0.0008,0.0006,0.3203,2000,1.0000,0.6089,174,0.6409,0.193570,0.3547,
346,5.8251,0.0475,-0.0105,-0.0008,0.0005,-0.0483,0.0110,0.0495,-0.0008,0.0005,0.0495,1997,1.0000,0.6098,169,0.5081,0.193663,0.0405,
347,5.8420,-0.1216,-0.0202,-0.0008,0.0005,0.1208,0.0207,0.1226,-0.0008,0.0005,0.1226,2000,1.0000,0.6100,163,0.4292,0.193513,0.1391,
348,5.8588,-0.1216,-0.0201,-0.0008,0.0005,0.1208,0.0206,0.1225,-0.0008,0.0005,0.1225,2000,1.0000,0.6100,163,0.4291,0.193513,0.1387,
349,5.8756,0.0478,-0.0104,-0.0009,0.0005,-0.0487,0.0109,0.0499,-0.0009,0.0005,0.0499,1999,1.0000,0.6098,169,0.5080,0.193663,0.1825,
350,5.8925,-0.0455,-0.0232,-0.0009,0.0005,0.0446,0.0237,0.0505,-0.0009,0.0005,0.0505,2000,1.0000,0.6097,165,0.4497,0.193512,0.1176,
351,5.9093,-0.0456,-0.0230,-0.0009,0.0005,0.0447,0.0235,0.0505,-0.0009,0.0005,0.0505,1999,1.0000,0.6097,165,0.4498,0.193512,0.3832,
352,5.9261,0.0154,0.0098,-0.0009,0.0006,-0.0163,-0.0092,0.0187,-0.0009,0.0006,0.0187,2000,1.0000,0.6098,168,0.4819,0.193603,0.1328,
353,5.9430,0.0151,0.0100,-0.0008,0.0006,-0.0159,-0.0094,0.0185,-0.0008,0.0006,0.0185,1999,1.0000,0.6098,168,0.4819,0.193603,0.0650,
354,5.9598,-0.0459,-0.0230,-0.0009,0.0007,0.0450,0.0237,0.0509,-0.0009,0.0007,0.0509,2000,1.0000,0.6097,165,0.4496,0.193512,0.1050,
355,5.9766,-0.0828,0.0116,-0.0008,0.0007,0.0820,-0.0109,0.0827,-0.0008,0.0007,0.0827,2000,1.0000,0.6103,163,0.4089,0.193558,0.1396,
356,5.9935,-0.0829,0.0116,-0.0009,0.0007,0.0820,-0.0109,0.0827,-0.0009,0.0007,0.0827,2000,1.0000,0.6103,163,0.4089,0.193559,0.1396,
357,6.0103,0.0638,-0.0089,-0.0008,0.0006,-0.0646,0.0095,0.0653,-0.0008,0.0006,0.0653,2000,1.0000,0.6099,168,0.4881,0.193620,0.1152,
358,6.0271,0.0638,-0.0090,-0.0009,0.0006,-0.0647,0.0096,0.0654,-0.0009,0.0006,0.0654,1998,1.0000,0.6099,168,0.4880,0.193620,0.1605,
359,6.0440,0.0638,-0.0090,-0.0008,0.0007,-0.0646,0.0097,0.0653,-0.0008,0.0007,0.0653,2000,1.0000,0.6099,168,0.4879,0.193620,0.1154,
360,6.0608,0.0223,0.0179,-0.0023,0.0005,-0.0246,-0.0174,0.0301,-0.0023,0.0005,0.0301,1999,1.0000,0.6099,169,0.4907,0.193629,0.0796,
361,6.0777,-0.2021,0.0148,-0.0023,0.0005,0.1998,-0.0143,0.2003,-0.0023,0.0005,0.2003,2000,1.0000,0.6109,163,0.4240,0.193635,0.1886,
362,6.0945,-0.1197,0.0209,-0.0023,0.0005,0.1174,-0.0204,0.1192,-0.0023,0.0005,0.1192,2000,1.0000,0.6105,163,0.4168,0.193584,0.1390,
363,6.1113,0.0184,0.0101,-0.0023,0.0005,-0.0207,-0.0096,0.0228,-0.0023,0.0005,0.0228,1999,1.0000,0.6089,176,0.6503,0.193802,0.0529,
364,6.1282,0.0005,0.0164,-0.0023,0.0005,-0.0028,-0.0159,0.0161,-0.0023,0.0005,0.0161,2000,1.0000,0.6101,168,0.4777,0.193611,0.0377,
365,6.1450,0.0005,0.0167,-0.0024,0.0006,-0.0029,-0.0161,0.0164,-0.0024,0.0006,0.0164,2000,1.0000,0.6101,168,0.4776,0.193611,0.0378,
366,6.1618,0.0005,0.0167,-0.0024,0.0006,-0.0029,-0.0161,0.0164,-0.0024,0.0006,0.0164,2000,1.0000,0.6101,168,0.4776,0.193611,0.0379,
367,6.1787,0.0006,0.0166,-0.0027,0.0008,-0.0033,-0.0158,0.0161,-0.0027,0.0008,0.0161,2000,1.0000,0.6101,168,0.4776,0.193611,0.0927,
368,6.1955,0.0006,0.0165,-0.0027,0.0008,-0.0033,-0.0157,0.0160,-0.0027,0.0008,0.0160,2000,1.0000,0.6101,168,0.4778,0.193611,0.0634,
369,6.2123,-0.0045,0.0169,-0.0027,0.0008,0.0018,-0.0161,0.0162,-0.0027,0.0008,0.0162,2000,1.0000,0.6101,168,0.4775,0.193617,0.1358,
370,6.2292,-0.0047,0.0170,-0.0027,0.0008,0.0020,-0.0162,0.0163,-0.0027,0.0008,0.0163,2000,1.0000,0.6101,168,0.4774,0.193618,0.1351,
371,6.2460,0.0480,-0.0007,-0.0027,0.0007,-0.0507,0.0014,0.0507,-0.0027,0.0007,0.0507,2000,1.0000,0.6096,169,0.4901,0.193577,0.1760,
372,6.2628,0.0482,-0.0007,-0.0028,0.0007,-0.0510,0.0014,0.0510,-0.0028,0.0007,0.0510,2000,1.0000,0.6096,169,0.4901,0.193577,0.1580,
373,6.2797,0.0484,-0.0008,-0.0028,0.0007,-0.0512,0.0015,0.0512,-0.0028,0.0007,0.0512,2000,1.0000,0.6096,169,0.4900,0.193577,0.1273,
374,6.2965,0.0482,-0.0008,-0.0027,0.0008,-0.0509,0.0016,0.0509,-0.0027,0.0008,0.0509,2000,1.0000,0.6096,169,0.4900,0.193577,0.1272,
375,6.3134,-0.1878,0.0027,-0.0027,0.0008,0.1851,-0.0019,0.1851,-0.0027,0.0008,0.1851,2000,1.0000,0.6104,162,0.4241,0.193535,0.1961,
376,6.3302,-0.1879,0.0028,-0.0027,0.0009,0.1852,-0.0019,0.1852,-0.0027,0.0009,0.1852,2000,1.0000,0.6104,162,0.4241,0.193536,0.1962,
377,6.3470,-0.1878,0.0028,-0.0028,0.0009,0.1850,-0.0019,0.1850,-0.0028,0.0009,0.1850,2000,1.0000,0.6104,162,0.4242,0.193535,0.1964,
378,6.3639,-0.1359,0.0493,-0.0028,0.0009,0.1331,-0.0484,0.1416,-0.0028,0.0009,0.1416,2000,1.0000,0.6106,164,0.4342,0.193637,0.1460,
379,6.3807,-0.1625,0.0227,-0.0027,0.0009,0.1598,-0.0218,0.1613,-0.0027,0.0009,0.1613,2000,1.0000,0.6110,164,0.4357,0.193661,0.1701,
380,6.3975,0.2217,-0.0845,-0.0027,0.0010,-0.2244,0.0855,0.2401,-0.0027,0.0010,0.2401,2000,1.0000,0.6096,169,0.5121,0.193511,0.2395,
381,6.4144,0.2216,-0.0845,-0.0027,0.0010,-0.2243,0.0855,0.2400,-0.0027,0.0010,0.2400,2000,1.0000,0.6096,169,0.5121,0.193511,0.2394,
382,6.4312,0.2217,-0.0845,-0.0028,0.0009,-0.2245,0.0854,0.2402,-0.0028,0.0009,0.2402,2000,1.0000,0.6096,169,0.5123,0.193511,0.2396,
383,6.4480,0.2220,-0.0846,-0.0028,0.0009,-0.2248,0.0855,0.2405,-0.0028,0.0009,0.2405,2000,1.0000,0.6096,169,0.5127,0.193511,0.2398,
384,6.4649,0.0750,-0.0225,-0.0028,0.0010,-0.0778,0.0235,0.0813,-0.0028,0.0010,0.0813,2000,1.0000,0.6096,169,0.4947,0.193564,0.0813,
385,6.4817,0.0750,-0.0225,-0.0028,0.0010,-0.0778,0.0235,0.0813,-0.0028,0.0010,0.0813,2000,1.0000,0.6096,169,0.4946,0.193564,0.2275,
386,6.4985,0.0750,-0.0225,-0.0027,0.0010,-0.0777,0.0235,0.0812,-0.0027,0.0010,0.0812,2000,1.0000,0.6096,169,0.4947,0.193564,0.2276,
387,6.5154,0.0753,-0.0225,-0.0027,0.0011,-0.0780,0.0236,0.0815,-0.0027,0.0011,0.0815,2000,1.0000,0.6096,169,0.4946,0.193564,0.2094,
388,6.5322,0.0749,-0.0223,-0.0027,0.0011,-0.0776,0.0234,0.0811,-0.0027,0.0011,0.0811,2000,1.0000,0.6096,169,0.4945,0.193564,0.1194,
389,6.5491,0.0750,-0.0224,-0.0028,0.0011,-0.0778,0.0235,0.0813,-0.0028,0.0011,0.0813,2000,1.0000,0.6096,169,0.4945,0.193564,0.1091,
390,6.5659,-0.1161,-0.0170,-0.0023,0.0009,0.1138,0.0179,0.1152,-0.0023,0.0009,0.1152,2000,1.0000,0.6101,163,0.4323,0.193488,0.0710,
391,6.5827,-0.1287,-0.0160,-0.0023,0.0009,0.1264,0.0169,0.1275,-0.0023,0.0009,0.1275,2000,1.0000,0.6101,164,0.4488,0.193500,0.1036,
392,6.5996,-0.1358,-0.0082,-0.0023,0.0010,0.1335,0.0092,0.1338,-0.0023,0.0010,0.1338,2000,1.0000,0.6102,163,0.4321,0.193501,0.1551,
393,6.6164,-0.0850,0.0236,-0.0023,0.0010,0.0827,-0.0226,0.0857,-0.0023,0.0010,0.0857,2000,1.0000,0.6103,163,0.4160,0.193569,0.0992,
394,6.6332,-0.0845,0.0235,-0.0023,0.0010,0.0822,-0.0225,0.0852,-0.0023,0.0010,0.0852,1999,1.0000,0.6103,163,0.4159,0.193568,0.0987,
395,6.6501,-0.1363,-0.0080,-0.0022,0.0010,0.1341,0.0090,0.1344,-0.0022,0.0010,0.1344,2000,1.0000,0.6102,163,0.4321,0.193501,0.0855,
396,6.6669,-0.1362,-0.0080,-0.0021,0.0009,0.1341,0.0089,0.1344,-0.0021,0.0009,0.1344,2000,1.0000,0.6102,163,0.4321,0.193501,0.0855,
397,6.6837,0.0805,0.0003,-0.0021,0.0010,-0.0826,0.0007,0.0826,-0.0021,0.0010,0.0826,2000,1.0000,0.6086,175,0.6335,0.193719,0.1658,
398,6.7006,0.0804,0.0002,-0.0021,0.0010,-0.0825,0.0008,0.0825,-0.0021,0.0010,0.0825,2000,1.0000,0.6086,175,0.6335,0.193719,0.1575,
399,6.7174,-0.0121,0.0098,-0.0021,0.0007,0.0100,-0.0091,0.0135,-0.0021,0.0007,0.0135,2000,1.0000,0.6099,166,0.4585,0.193567,0.0499,
400,6.7342,-0.0949,0.0280,-0.0020,0.0008,0.0929,-0.0272,0.0968,-0.0020,0.0008,0.0968,2000,1.0000,0.6105,163,0.4180,0.193578,0.0599,
401,6.7511,-0.0949,0.0280,-0.0020,0.0008,0.0929,-0.0272,0.0968,-0.0020,0.0008,0.0968,2000,1.0000,0.6105,163,0.4179,0.193578,0.0599,
402,6.7679,-0.0949,0.0280,-0.0020,0.0008,0.0929,-0.0272,0.0968,-0.0020,0.0008,0.0968,2000,1.0000,0.6105,163,0.4180,0.193578,0.0599,
403,6.7848,0.0312,0.0122,-0.0021,0.0008,-0.0333,-0.0114,0.0352,-0.0021,0.0008,0.0352,2000,1.0000,0.6097,169,0.4962,0.193620,0.0847,
404,6.8016,0.0304,0.0129,-0.0020,0.0008,-0.0324,-0.0121,0.0346,-0.0020,0.0008,0.0346,2000,1.0000,0.6097,169,0.4959,0.193621,0.0842,
405,6.8184,0.1018,-0.0638,-0.0020,0.0008,-0.1038,0.0646,0.1223,-0.0020,0.0008,0.1223,2000,1.0000,0.6082,174,0.6491,0.193632,0.1583,
406,6.8353,0.1024,-0.0638,-0.0020,0.0008,-0.1044,0.0646,0.1228,-0.0020,0.0008,0.1228,2000,1.0000,0.6082,174,0.6491,0.193632,0.1676,
407,6.8521,0.1024,-0.0637,-0.0020,0.0008,-0.1044,0.0645,0.1227,-0.0020,0.0008,0.1227,1999,1.0000,0.6082,174,0.6491,0.193632,0.1678,
408,6.8689,0.1017,-0.0636,-0.0020,0.0008,-0.1037,0.0644,0.1221,-0.0020,0.0008,0.1221,2000,1.0000,0.6082,174,0.6490,0.193632,0.1672,
409,6.8858,0.1021,-0.0639,-0.0020,0.0008,-0.1041,0.0647,0.1226,-0.0020,0.0008,0.1226,2000,1.0000,0.6082,174,0.6491,0.193632,0.1677,
410,6.9026,0.0547,-0.0156,-0.0021,0.0008,-0.0568,0.0164,0.0591,-0.0021,0.0008,0.0591,2000,1.0000,0.6088,174,0.5944,0.193683,0.0819,
411,6.9194,0.0266,0.0185,-0.0021,0.0008,-0.0287,-0.0177,0.0337,-0.0021,0.0008,0.0337,2000,1.0000,0.6102,168,0.4858,0.193627,0.0899,
412,6.9363,-0.0348,0.0119,-0.0021,0.0008,0.0327,-0.0111,0.0345,-0.0021,0.0008,0.0345,2000,1.0000,0.6099,164,0.4315,0.193499,0.0776,
413,6.9531,-0.0586,0.0006,-0.0023,0.0008,0.0563,0.0002,0.0563,-0.0023,0.0008,0.0563,2000,1.0000,0.6100,163,0.4155,0.193529,0.0781,
414,6.9699,-0.1013,0.0188,-0.0023,0.0008,0.0990,-0.0180,0.1006,-0.0023,0.0008,0.1006,2000,1.0000,0.6104,163,0.4149,0.193567,0.3152,
415,6.9868,-0.1009,0.0187,-0.0023,0.0008,0.0986,-0.0179,0.1002,-0.0023,0.0008,0.1002,2000,1.0000,0.6104,163,0.4153,0.193567,0.3142,
416,7.0036,-0.1115,0.0171,-0.0022,0.0008,0.1093,-0.0163,0.1105,-0.0022,0.0008,0.1105,2000,1.0000,0.6103,163,0.4166,0.193561,0.3234,
417,7.0204,-0.1008,0.0187,-0.0022,0.0008,0.0986,-0.0179,0.1002,-0.0022,0.0008,0.1002,2000,1.0000,0.6104,163,0.4151,0.193567,0.3140,
418,7.0373,-0.0274,0.0203,-0.0022,0.0007,0.0252,-0.0196,0.0319,-0.0022,0.0007,0.0319,2000,1.0000,0.6104,167,0.4735,0.193626,0.2505,
419,7.0541,-0.1099,0.0152,-0.0022,0.0008,0.1077,-0.0144,0.1087,-0.0022,0.0008,0.1087,2000,1.0000,0.6104,163,0.4165,0.193556,0.0564,
420,7.0710,0.0286,-0.0233,-0.0016,0.0010,-0.0302,0.0243,0.0388,-0.0016,0.0010,0.0388,1999,1.0000,0.6085,177,0.6773,0.193773,0.2574,
421,7.0878,0.0035,0.0373,-0.0016,0.0010,-0.0051,-0.0363,0.0367,-0.0016,0.0010,0.0367,2000,1.0000,0.6098,169,0.4950,0.193653,0.2701,
422,7.1046,-0.0566,-0.0019,-0.0016,0.0010,0.0550,0.0029,0.0551,-0.0016,0.0010,0.0551,2000,1.0000,0.6099,165,0.4439,0.193543,0.3122,
423,7.1215,0.0364,0.0115,-0.0017,0.0010,-0.0381,-0.0105,0.0395,-0.0017,0.0010,0.0395,2000,1.0000,0.6098,169,0.4975,0.193650,0.2289,
424,7.1383,0.2146,-0.0312,-0.0017,0.0010,-0.2163,0.0322,0.2187,-0.0017,0.0010,0.2187,2000,1.0000,0.6082,173,0.6075,0.193596,0.0617,
425,7.1551,-0.1415,0.0122,-0.0017,0.0010,0.1398,-0.0112,0.1402,-0.0017,0.0010,0.1402,2000,1.0000,0.6103,163,0.4184,0.193544,0.1427,
426,7.1720,-0.1416,0.0123,-0.0017,0.0010,0.1399,-0.0113,0.1404,-0.0017,0.0010,0.1404,2000,1.0000,0.6103,163,0.4185,0.193544,0.1424,
427,7.1888,-0.1415,0.0124,-0.0017,0.0010,0.1398,-0.0114,0.1403,-0.0017,0.0010,0.1403,2000,1.0000,0.6103,163,0.4186,0.193543,0.1350,
428,7.2056,-0.0239,0.0291,-0.0017,0.0011,0.0222,-0.0280,0.0357,-0.0017,0.0011,0.0357,2000,1.0000,0.6100,168,0.4790,0.193621,0.0162,
429,7.2225,-0.0242,0.0290,-0.0017,0.0011,0.0225,-0.0279,0.0358,-0.0017,0.0011,0.0358,2000,1.0000,0.6100,168,0.4788,0.193622,0.0166,
430,7.2393,0.0204,0.0156,-0.0017,0.0012,-0.0221,-0.0144,0.0264,-0.0017,0.0012,0.0264,2000,1.0000,0.6100,169,0.4971,0.193671,0.1753,
431,7.2561,-0.0739,-0.0404,-0.0017,0.0012,0.0722,0.0416,0.0833,-0.0017,0.0012,0.0833,2000,1.0000,0.6090,161,0.4521,0.193392,0.2579,
432,7.2730,-0.0739,-0.0404,-0.0017,0.0012,0.0722,0.0416,0.0833,-0.0017,0.0012,0.0833,2000,1.0000,0.6090,161,0.4521,0.193393,0.0638,
433,7.2898,-0.1577,0.0244,-0.0016,0.0011,0.1561,-0.0233,0.1578,-0.0016,0.0011,0.1578,2000,1.0000,0.6104,163,0.4159,0.193573,0.1699,
434,7.3067,-0.0344,0.0294,-0.0016,0.0012,0.0328,-0.0282,0.0433,-0.0016,0.0012,0.0433,2000,1.0000,0.6101,168,0.4802,0.193611,0.1049,
435,7.3235,-0.0759,0.0519,-0.0017,0.0012,0.0742,-0.0507,0.0899,-0.0017,0.0012,0.0899,2000,1.0000,0.6102,168,0.4825,0.193683,0.1381,
436,7.3403,0.0280,0.0045,-0.0016,0.0012,-0.0296,-0.0033,0.0298,-0.0016,0.0012,0.0298,2000,1.0000,0.6098,169,0.4919,0.193609,0.0918,
437,7.3572,0.0280,0.0045,-0.0016,0.0012,-0.0296,-0.0033,0.0298,-0.0016,0.0012,0.0298,2000,1.0000,0.6098,169,0.4919,0.193609,0.0918,
438,7.3740,0.0280,0.0044,-0.0016,0.0012,-0.0296,-0.0032,0.0298,-0.0016,0.0012,0.0298,2000,1.0000,0.6098,169,0.4919,0.193609,0.0918,
439,7.3908,0.0278,0.0044,-0.0016,0.0013,-0.0294,-0.0031,0.0296,-0.0016,0.0013,0.0296,2000,1.0000,0.6098,169,0.4918,0.193610,0.0023,
440,7.4077,0.0510,-0.0164,-0.0015,0.0013,-0.0525,0.0177,0.0554,-0.0015,0.0013,0.0554,2000,1.0000,0.6086,175,0.6267,0.193707,0.0847,
