frame,t_s,ref_X_mm,ref_Y_mm,est_X_mm,est_Y_mm,err_X_mm,err_Y_mm,err_norm_mm,est_oracle_X_mm,est_oracle_Y_mm,err_oracle_mm,tracked_points,inlier_ratio,roi_visible,ref_corners,ref_rms_px,mm_per_px,xcheck_mm,flags
889,14.9669,-2.9541,-200.9399,-6.6176,-201.9502,-3.6635,-1.0103,3.8003,-1.8703,-201.5160,1.2274,1990,1.0000,0.4203,120,0.5110,0.195051,,
890,14.9837,-3.0989,-200.9639,-6.6221,-201.9246,-3.5232,-0.9607,3.6518,-1.8754,-201.4906,1.3321,1995,0.9995,0.4175,121,0.6487,0.194718,,
891,15.0005,-2.9831,-200.9110,-6.6224,-201.9024,-3.6393,-0.9914,3.7719,-1.8764,-201.4684,1.2391,1999,1.0000,0.4217,118,0.4973,0.195051,,
892,15.0174,-3.4612,-201.1061,-6.6230,-201.8752,-3.1618,-0.7691,3.2540,-1.8777,-201.4411,1.6185,1998,0.9995,0.4213,117,0.5063,0.195231,,
893,15.0342,-2.9393,-200.9023,-6.6242,-201.8481,-3.6849,-0.9458,3.8043,-1.8797,-201.4141,1.1767,1998,1.0000,0.4223,116,0.4716,0.195153,,
894,15.0510,-3.0346,-200.8351,-6.6248,-201.8179,-3.5902,-0.9828,3.7223,-1.8812,-201.3839,1.2773,1999,1.0000,0.4217,118,0.4792,0.195087,,
895,15.0679,-2.9679,-200.8189,-6.6246,-201.7817,-3.6567,-0.9628,3.7813,-1.8821,-201.3477,1.2077,2000,1.0000,0.4229,116,0.4572,0.195224,,
896,15.0847,-2.9735,-200.7171,-6.6239,-201.7419,-3.6504,-1.0248,3.7915,-1.8825,-201.3080,1.2407,1996,0.9990,0.4216,118,0.4861,0.195184,,
897,15.1015,-2.6194,-200.7052,-6.6030,-201.6977,-3.9836,-0.9925,4.1054,-1.8630,-201.2633,0.9400,1990,0.9970,0.4223,116,0.4694,0.195254,,
898,15.1184,-2.8935,-200.6798,-6.5910,-201.6575,-3.6975,-0.9777,3.8246,-1.8522,-201.2228,1.1744,1999,1.0000,0.4226,116,0.4476,0.195217,,
899,15.1352,-2.9611,-200.6841,-6.5731,-201.6062,-3.6120,-0.9221,3.7278,-1.8357,-201.1709,1.2262,1998,0.9995,0.4235,117,0.4750,0.195250,,
900,15.1520,-3.0419,-200.5988,-6.5030,-201.5388,-3.4611,-0.9400,3.5865,-1.7673,-201.1012,1.3700,1988,0.9975,0.4227,119,0.4900,0.195139,,
901,15.1689,-2.8249,-200.4746,-6.4310,-201.4882,-3.6061,-1.0136,3.7458,-1.6966,-201.0483,1.2658,2000,1.0000,0.4229,118,0.4735,0.195099,,
902,15.1857,-2.6972,-200.5154,-6.3681,-201.4383,-3.6709,-0.9229,3.7851,-1.6351,-200.9964,1.1659,1999,1.0000,0.4244,116,0.4290,0.195361,,
903,15.2026,-2.6961,-200.4421,-6.3141,-201.3520,-3.6180,-0.9099,3.7307,-1.5835,-200.9085,1.2064,1999,1.0000,0.4239,117,0.4578,0.195214,,
904,15.2194,-2.6212,-200.3714,-6.2221,-201.2583,-3.6009,-0.8869,3.7085,-1.4941,-200.8118,1.2101,2000,1.0000,0.4240,117,0.4560,0.195294,,
905,15.2362,-2.3863,-200.2399,-6.1455,-201.1626,-3.7592,-0.9227,3.8708,-1.4204,-200.7141,1.0760,1998,1.0000,0.4235,116,0.4763,0.195252,,
906,15.2531,-2.5069,-200.1669,-6.0910,-201.0598,-3.5841,-0.8929,3.6936,-1.3686,-200.6096,1.2214,1999,0.9995,0.4251,117,0.4802,0.195255,,
907,15.2699,-2.2305,-200.0172,-6.0913,-200.9133,-3.8608,-0.8961,3.9634,-1.3732,-200.4638,0.9667,1999,0.9995,0.4259,115,0.4615,0.195303,,
908,15.2867,-2.5614,-199.8676,-6.1505,-200.7671,-3.5891,-0.8995,3.7001,-1.4365,-200.3196,1.2123,1997,0.9990,0.4267,116,0.4704,0.195147,,
909,15.3036,-2.7439,-199.7075,-6.1054,-200.5480,-3.3615,-0.8405,3.4650,-1.3971,-200.0991,1.4026,1994,0.9975,0.4274,118,0.4906,0.195206,,
910,15.3204,-2.6662,-199.5303,-6.0570,-200.3308,-3.3908,-0.8005,3.4840,-1.3544,-199.8804,1.3577,1997,0.9990,0.4298,115,0.4610,0.195246,,
911,15.3372,-2.4373,-199.2580,-5.9100,-200.0802,-3.4727,-0.8222,3.5687,-1.2140,-199.6255,1.2773,1987,0.9995,0.4302,117,0.4587,0.195261,,
912,15.3541,-2.3250,-199.0223,-5.7239,-199.7826,-3.3989,-0.7603,3.4829,-1.0356,-199.3221,1.3238,1998,1.0000,0.4318,116,0.4797,0.195329,,
913,15.3709,-2.1847,-198.6125,-5.5850,-199.4000,-3.4003,-0.7875,3.4903,-0.9065,-198.9355,1.3184,1999,0.9995,0.4329,117,0.4820,0.195279,,
914,15.3877,-2.0200,-198.1756,-5.4900,-198.9667,-3.4700,-0.7911,3.5590,-0.8230,-198.5001,1.2402,1989,0.9965,0.4348,116,0.4886,0.195362,,
915,15.4046,-2.3845,-197.8170,-5.3935,-198.4812,-3.0090,-0.6642,3.0814,-0.7380,-198.0105,1.6578,1988,0.9955,0.4371,117,0.4675,0.195466,,
916,15.4214,-2.4227,-197.3375,-5.2519,-197.9945,-2.8292,-0.6570,2.9045,-0.6069,-197.5178,1.8247,1998,1.0000,0.4394,118,0.4871,0.195557,,
917,15.4383,-1.9447,-196.6972,-5.0421,-197.5069,-3.0974,-0.8097,3.2015,-0.4083,-197.0234,1.5706,1995,0.9985,0.4416,118,0.4906,0.195434,,
918,15.4551,-1.6713,-196.2294,-4.7958,-197.0541,-3.1245,-0.8247,3.2315,-0.1721,-196.5629,1.5358,1990,0.9965,0.4427,120,0.5263,0.195404,,
919,15.4719,-1.3735,-195.8825,-4.5592,-196.6684,-3.1857,-0.7859,3.2812,0.0556,-196.1702,1.4578,1984,0.9970,0.4453,117,0.4941,0.195518,,
920,15.4888,-1.2250,-195.5072,-4.3742,-196.2989,-3.1492,-0.7917,3.2472,0.2321,-195.7951,1.4853,1995,0.9995,0.4469,118,0.4911,0.195488,,
921,15.5056,-1.0967,-195.1310,-4.3262,-195.9172,-3.2295,-0.7862,3.3238,0.2712,-195.4120,1.3965,1995,0.9975,0.4481,119,0.4952,0.195409,,
922,15.5224,-1.1541,-194.7176,-4.3262,-195.5260,-3.1721,-0.8084,3.2735,0.2620,-195.0204,1.4481,2000,1.0000,0.4500,120,0.4988,0.195378,,
923,15.5393,-1.1066,-194.2926,-4.3663,-195.0873,-3.2597,-0.7947,3.3552,0.2115,-194.5829,1.3497,1975,0.9980,0.4525,117,0.4733,0.195500,,
924,15.5561,-0.9804,-193.7876,-4.4034,-194.6021,-3.4230,-0.8145,3.5186,0.1631,-194.0997,1.1853,1995,0.9975,0.4537,119,0.5242,0.195484,,
925,15.5729,-1.6040,-193.3481,-4.4050,-194.0213,-2.8010,-0.6732,2.8808,0.1489,-193.5167,1.7610,1987,0.9950,0.4578,118,0.5167,0.195602,,
926,15.5898,-1.5085,-192.4924,-4.4062,-193.2921,-2.8977,-0.7997,3.0060,0.1326,-192.7843,1.6669,1995,0.9980,0.4601,123,0.6089,0.195306,,
927,15.6066,-1.6417,-191.7536,-4.4521,-192.3351,-2.8104,-0.5815,2.8699,0.0666,-191.8235,1.7097,1968,0.9810,0.4643,124,0.6253,0.195416,,
928,15.6234,-1.6916,-190.6235,-4.5446,-191.0792,-2.8530,-0.4557,2.8892,-0.0514,-190.5635,1.6413,1946,0.9775,0.4687,125,0.7068,0.195401,,
929,15.6403,-1.6876,-188.8512,-4.6437,-189.4958,-2.9561,-0.6446,3.0256,-0.1855,-188.9752,1.5072,1974,0.9700,0.4780,118,0.7736,0.195450,,
930,15.6571,-1.8040,-187.1389,-4.7604,-187.7497,-2.9564,-0.6108,3.0188,-0.3408,-187.2243,1.4657,1885,0.9040,0.4855,119,0.6150,0.195409,,
931,15.6740,-1.8664,-185.3975,-4.8972,-186.1044,-3.0308,-0.7069,3.1121,-0.5113,-185.5766,1.3669,1991,0.9960,0.4916,124,0.6480,0.195205,,
932,15.6908,-2.8502,-184.2824,-4.9946,-184.4063,-2.1444,-0.1239,2.1480,-0.6413,-183.8616,2.2486,1981,0.9855,0.4990,115,0.7504,0.195543,,
933,15.7076,-3.0278,-182.4688,-5.0445,-182.5365,-2.0167,-0.0677,2.0178,-0.7188,-181.9639,2.3636,1969,0.9850,0.5051,110,0.7808,0.195106,,
934,15.7245,-2.9646,-180.4170,-5.0452,-180.6183,-2.0806,-0.2013,2.0903,-0.7526,-180.0224,2.2469,1934,0.9840,0.5157,126,0.7889,0.195412,,
935,15.7413,-3.1835,-178.4232,-4.9613,-178.6595,-1.7778,-0.2363,1.7934,-0.7042,-178.0374,2.5091,1954,0.9695,0.5262,120,0.8093,0.195890,,
936,15.7581,-1.5411,-175.1554,-4.8650,-176.5890,-3.3239,-1.4336,3.6199,-0.6450,-175.9631,1.2064,1964,0.9685,0.5344,106,0.8435,0.194590,,
937,15.7750,-2.5450,-173.6020,-4.7669,-174.3122,-2.2219,-0.7102,2.3326,-0.5886,-173.6653,1.9574,1971,0.9745,0.5463,107,0.8245,0.195572,,
938,15.7918,-2.5492,-171.3319,-4.6262,-172.0613,-2.0770,-0.7294,2.2014,-0.4788,-171.3869,2.0711,1957,0.9800,0.5536,116,0.8485,0.195093,,
939,15.8086,-2.5410,-169.4035,-4.4837,-169.9686,-1.9427,-0.5651,2.0232,-0.3715,-169.2702,2.1736,1948,0.9735,0.5649,118,0.8458,0.195632,,
940,15.8255,-0.5150,-166.1243,-4.3478,-167.8750,-3.8328,-1.7507,4.2137,-0.2734,-167.1836,1.0865,1960,0.9740,0.5710,108,0.8526,0.194140,,
941,15.8423,-1.5351,-164.3428,-4.2506,-165.5953,-2.7155,-1.2525,2.9904,-0.2014,-164.8881,1.4409,1942,0.9515,0.5794,111,0.8463,0.194422,,
942,15.8591,-0.7031,-161.0209,-4.1554,-163.1827,-3.4523,-2.1618,4.0733,-0.1303,-162.4701,1.5583,1938,0.9575,0.5907,82,0.8818,0.193595,,
943,15.8760,-2.8382,-159.5317,-4.0855,-160.4043,-1.2473,-0.8726,1.5222,-0.0887,-159.6255,2.7511,1735,0.8495,0.6094,66,0.8373,0.195285,,
944,15.8928,-1.0436,-158.9749,-4.0887,-157.4920,-3.0451,1.4829,3.3870,-0.1239,-156.6907,2.4624,1926,0.9545,0.6009,45,0.8136,0.193993,,
945,15.9097,-0.7572,-154.3112,-4.1094,-154.5611,-3.3522,-0.2499,3.3615,-0.1887,-153.7615,0.7908,1915,0.9205,0.6216,57,0.9336,0.194177,,
946,15.9265,-0.9905,-151.9289,-4.1180,-151.6694,-3.1275,0.2595,3.1382,-0.2675,-150.8734,1.2794,1965,0.9535,0.6404,61,0.8756,0.195399,,
947,15.9433,-1.1749,-148.9781,-4.1172,-148.8403,-2.9423,0.1378,2.9455,-0.3139,-148.0485,1.2671,1885,0.9370,0.6475,55,0.8392,0.194829,,
948,15.9602,-5.0061,-145.9804,-4.0248,-146.1414,0.9813,-0.1610,0.9944,-0.2319,-145.2701,4.8267,1851,0.9005,0.6679,57,0.9603,0.196732,,
949,15.9770,-1.7838,-142.8537,-3.8828,-143.5942,-2.0990,-0.7405,2.2258,-0.1070,-142.6987,1.6839,1896,0.9360,0.6719,71,0.9901,0.194352,,
950,15.9938,-1.8250,-139.8062,-3.7449,-141.0468,-1.9199,-1.2406,2.2858,-0.0023,-140.1183,1.8492,1923,0.9580,0.6918,73,0.8881,0.194790,,
951,16.0107,-1.6178,-137.0237,-3.5992,-138.5945,-1.9814,-1.5708,2.5285,0.0996,-137.6513,1.8285,1965,0.9585,0.7050,82,0.8629,0.194817,,
952,16.0275,-1.6902,-134.5178,-3.4084,-136.2638,-1.7182,-1.7460,2.4496,0.2709,-135.2975,2.1104,1851,0.9555,0.7114,104,0.8935,0.194801,,
953,16.0443,-0.9629,-132.0546,-3.2088,-133.8244,-2.2459,-1.7698,2.8594,0.4487,-132.8408,1.6158,1957,0.9590,0.7203,91,0.8769,0.194369,,
954,16.0612,-1.4762,-130.3879,-3.0178,-131.2227,-1.5416,-0.8348,1.7531,0.6199,-130.2081,2.1038,1921,0.9485,0.7291,93,0.9432,0.194887,,
955,16.0780,-1.5230,-127.5872,-2.8635,-128.6055,-1.3405,-1.0183,1.6834,0.7449,-127.5525,2.2682,1893,0.9260,0.7457,102,0.8673,0.195112,,
956,16.0948,-2.3668,-125.2546,-2.7644,-126.0246,-0.3976,-0.7700,0.8666,0.8146,-124.9225,3.1987,1900,0.9140,0.7594,98,0.8680,0.195689,,
957,16.1117,-0.3237,-121.2188,-2.7142,-123.4765,-2.3905,-2.2577,3.2881,0.8446,-122.3711,1.6410,1908,0.9505,0.7654,107,0.8811,0.194191,,
958,16.1285,-0.0669,-118.7712,-2.7121,-120.9508,-2.6452,-2.1796,3.4275,0.8292,-119.8433,1.3973,1937,0.9705,0.7751,114,0.9637,0.193981,,
959,16.1453,-2.8185,-117.4482,-2.7126,-118.2351,0.1059,-0.7869,0.7940,0.7546,-117.0888,3.5911,1952,0.9300,0.8008,55,0.8472,0.197160,,
960,16.1622,-1.8511,-113.7379,-2.6974,-115.3119,-0.8463,-1.5740,1.7871,0.7217,-114.1312,2.6027,1800,0.7435,0.8108,80,0.8683,0.194965,,
961,16.1790,-1.3518,-111.2433,-2.7001,-112.6048,-1.3483,-1.3615,1.9161,0.6814,-111.4100,2.0400,1964,0.9890,0.8157,86,0.8988,0.194735,,
962,16.1959,-1.6376,-108.3286,-2.7357,-110.1146,-1.0981,-1.7860,2.0966,0.6137,-108.8953,2.3215,1953,0.9595,0.8302,105,0.8431,0.195028,,
963,16.2127,-0.6987,-105.3023,-2.7737,-107.6124,-2.0750,-2.3101,3.1052,0.5301,-106.3916,1.6421,1918,0.9725,0.8421,108,0.8932,0.194327,,
964,16.2295,-1.6842,-103.5432,-2.7715,-105.0455,-1.0873,-1.5023,1.8545,0.4943,-103.8086,2.1946,1958,0.9670,0.8508,91,0.9749,0.194937,,
965,16.2464,-0.5204,-100.3372,-2.7173,-102.4775,-2.1969,-2.1403,3.0671,0.5209,-101.2408,1.3787,1897,0.9445,0.8588,116,0.9232,0.194115,,
966,16.2632,-1.4229,-98.6718,-2.6450,-99.9348,-1.2221,-1.2630,1.7575,0.5564,-98.6775,1.9793,1933,0.9555,0.8718,99,0.9092,0.194865,,
967,16.2800,-1.0744,-95.7914,-2.5526,-97.4402,-1.4782,-1.6488,2.2144,0.6130,-96.1684,1.7290,1964,0.9775,0.8834,106,0.9617,0.194633,,
968,16.2969,-0.6685,-93.6090,-2.4603,-95.0187,-1.7918,-1.4097,2.2799,0.6642,-93.7355,1.3387,1950,0.9705,0.8929,104,0.8762,0.194171,,
969,16.3137,-1.4500,-90.7157,-2.3630,-92.6056,-0.9130,-1.8899,2.0989,0.7335,-91.3045,2.2615,1944,0.9555,0.9059,114,0.9399,0.194959,,
970,16.3305,-0.9165,-88.4299,-2.2021,-90.1009,-1.2856,-1.6710,2.1083,0.8670,-88.7874,1.8190,1934,0.9690,0.9085,99,0.9084,0.194643,,
971,16.3474,-1.6325,-86.6534,-2.0512,-87.5636,-0.4187,-0.9102,1.0019,0.9831,-86.2103,2.6529,1893,0.9688,0.9187,109,0.8486,0.195232,,
972,16.3642,0.5366,-83.4673,-1.9452,-85.1222,-2.4818,-1.6549,2.9830,1.0488,-83.7728,0.5964,1857,0.9449,0.9058,114,0.9467,0.193543,,
973,16.3810,-1.1986,-81.7616,-1.8785,-82.5835,-0.6799,-0.8219,1.0667,1.0842,-81.2004,2.3508,1804,0.9303,0.9222,77,0.8437,0.195080,,
974,16.3979,-1.7172,-79.1173,-1.8388,-79.9616,-0.1216,-0.8443,0.8530,1.0888,-78.5369,2.8654,1904,0.9425,0.9256,103,0.8079,0.195379,,
975,16.4147,-1.6368,-76.4899,-1.8382,-77.4411,-0.2014,-0.9512,0.9723,1.0536,-75.9814,2.7380,1881,0.9016,0.9237,105,0.8753,0.195348,,
976,16.4316,-0.7039,-73.2158,-1.8375,-74.9244,-1.1336,-1.7086,2.0505,1.0192,-73.4519,1.7392,1869,0.9345,0.9138,92,0.8979,0.194670,,
977,16.4484,0.1616,-70.8792,-1.8375,-72.3292,-1.9991,-1.4500,2.4696,0.9841,-70.8562,0.8228,1850,0.9333,0.9062,94,0.8627,0.193891,,
978,16.4652,-0.8158,-68.4453,-1.8426,-69.5617,-1.0268,-1.1164,1.5168,0.9554,-68.0683,1.8109,1902,0.9040,0.9096,68,0.8620,0.194773,,
979,16.4821,0.2546,-65.4105,-1.8783,-66.6745,-2.1329,-1.2640,2.4793,0.8843,-65.1758,0.6720,1799,0.9010,0.8958,74,0.9029,0.193673,,
980,16.4989,-1.5910,-62.4609,-1.9336,-63.9228,-0.3426,-1.4619,1.5015,0.7999,-62.3906,2.3919,1896,0.9386,0.8915,86,0.9001,0.195117,,
981,16.5157,-1.3713,-60.1400,-1.9894,-61.3644,-0.6181,-1.2244,1.3716,0.7136,-59.8051,2.1116,1871,0.9189,0.8795,93,0.9158,0.194794,,
982,16.5326,-1.4327,-57.4895,-1.9914,-58.8607,-0.5587,-1.3712,1.4807,0.6777,-57.2753,2.1212,1924,0.9442,0.8670,109,0.9116,0.194861,,
983,16.5494,-1.5505,-55.8074,-1.9630,-56.4277,-0.4125,-0.6203,0.7449,0.6737,-54.8166,2.4349,1899,0.9470,0.8605,117,0.9034,0.194763,,
984,16.5662,-1.9283,-52.9851,-1.8900,-54.0293,0.0383,-1.0442,1.0449,0.7138,-52.3846,2.7095,1882,0.9585,0.8488,131,0.8419,0.194965,,
985,16.5831,-1.1855,-50.0467,-1.7709,-51.7289,-0.5854,-1.6822,1.7811,0.7970,-50.0659,1.9826,1876,0.9311,0.8313,150,0.8770,0.194491,,
986,16.5999,-1.7336,-47.7247,-1.6260,-49.4414,0.1076,-1.7167,1.7201,0.9122,-47.7476,2.6459,1905,0.9574,0.8249,147,0.8552,0.194968,1.1941,
987,16.6167,-0.8548,-45.3754,-1.4853,-47.1768,-0.6305,-1.8014,1.9086,1.0223,-45.4668,1.8793,1906,0.9713,0.8113,155,0.8311,0.194480,0.5433,
988,16.6336,-0.6942,-43.1341,-1.3465,-44.9495,-0.6523,-1.8154,1.9290,1.1359,-43.2235,1.8323,1869,0.9502,0.8030,152,0.8711,0.194674,0.6669,
989,16.6504,-1.2495,-40.9588,-1.2149,-42.7337,0.0346,-1.7749,1.7752,1.2362,-40.9810,2.4858,1845,0.9441,0.7941,157,0.8421,0.194942,0.8728,
990,16.6673,-0.6376,-38.9257,-1.1130,-40.5327,-0.4754,-1.6070,1.6758,1.3061,-38.7637,1.9504,1759,0.7553,0.7830,182,0.7354,0.194586,0.2598,
991,16.6841,-0.8207,-36.8467,-1.0181,-38.4503,-0.1974,-1.6036,1.6157,1.3705,-36.6610,2.1991,1937,0.9908,0.7747,170,0.6798,0.194464,0.1459,
992,16.7009,-0.6227,-34.9172,-0.9244,-36.3671,-0.3017,-1.4499,1.4810,1.4319,-34.5598,2.0855,1942,0.9837,0.7653,169,0.6992,0.194317,0.2497,
993,16.7178,-0.8513,-32.7338,-0.8824,-34.2631,-0.0311,-1.5293,1.5296,1.4418,-32.4323,2.3128,1939,0.9853,0.7578,172,0.7030,0.194572,0.4401,
994,16.7346,-0.5703,-30.4935,-0.8837,-32.1360,-0.3134,-1.6425,1.6721,1.4070,-30.2929,1.9874,1873,0.9776,0.7446,174,0.8072,0.194633,0.7033,
995,16.7514,-0.7976,-28.3670,-0.9234,-30.0127,-0.1258,-1.6457,1.6505,1.3369,-28.1518,2.1453,1909,0.9707,0.7382,167,0.6579,0.194570,0.5202,
996,16.7683,-0.5162,-26.1248,-0.9759,-27.9060,-0.4597,-1.7812,1.8396,1.2519,-26.0364,1.7703,1955,0.9804,0.7250,181,0.8200,0.194326,0.4430,
997,16.7851,-0.9613,-24.1969,-1.0294,-25.8892,-0.0681,-1.6923,1.6937,1.1686,-24.0053,2.1385,1942,0.9758,0.7191,167,0.7384,0.194521,0.3724,
998,16.8019,-0.2625,-22.5112,-1.0331,-23.9780,-0.7706,-1.4668,1.6569,1.1369,-22.0914,1.4610,1917,0.9797,0.7086,175,0.7807,0.193951,0.6560,
999,16.8188,-0.8749,-20.4982,-1.0307,-22.0926,-0.1558,-1.5944,1.6020,1.1128,-20.1946,2.0108,1932,0.9722,0.7025,169,0.7116,0.194433,0.4806,
1000,16.8356,-0.5728,-18.6671,-0.9849,-20.1978,-0.4121,-1.5307,1.5852,1.1251,-18.2905,1.7392,1942,0.9803,0.6909,164,0.8235,0.193922,0.5305,
1001,16.8524,-0.9288,-16.7532,-0.9379,-18.2923,-0.0091,-1.5391,1.5391,1.1438,-16.3696,2.1078,1951,0.9824,0.6864,160,0.6689,0.194305,0.1515,
1002,16.8693,-1.2685,-14.8642,-0.8947,-16.3604,0.3738,-1.4962,1.5422,1.1599,-14.4172,2.4692,1942,0.9878,0.6801,156,0.6661,0.194603,0.6776,
1003,16.8861,-0.9136,-12.7469,-0.8528,-14.4546,0.0608,-1.7077,1.7088,1.1771,-12.4990,2.1053,1943,0.9834,0.6698,161,0.6821,0.194587,0.0488,
1004,16.9030,-1.1224,-10.6824,-0.8041,-12.5250,0.3183,-1.8426,1.8699,1.1980,-10.5512,2.3241,1926,0.9782,0.6610,158,0.7158,0.194479,0.3657,
1005,16.9198,-0.0087,-9.2588,-0.7385,-10.4073,-0.7298,-1.1485,1.3608,1.2273,-8.4278,1.4894,1913,0.9590,0.6496,142,0.7284,0.193227,0.9181,
1006,16.9366,-1.0276,-6.4129,-0.6913,-8.1814,0.3363,-1.7685,1.8002,1.2401,-6.1824,2.2794,1921,0.9701,0.6412,144,0.6728,0.194172,0.2990,
1007,16.9535,-0.6560,-4.4297,-0.6409,-5.9372,0.0151,-1.5075,1.5076,1.2584,-3.9266,1.9794,1882,0.9515,0.6321,148,0.7046,0.194054,0.1847,
1008,16.9703,-0.9296,-1.9261,-0.6424,-3.5131,0.2872,-1.5870,1.6128,1.2176,-1.4779,2.1935,1833,0.9350,0.6222,84,0.7634,0.193860,0.1777,
1009,16.9871,0.2001,1.0452,-0.6521,-0.9256,-0.8522,-1.9708,2.1472,1.1488,1.1103,0.9509,1895,0.9494,0.5979,87,0.8765,0.192190,1.1417,
1010,17.0040,-0.4519,3.3610,-0.6996,1.7402,-0.2477,-1.6208,1.6396,1.0515,3.7844,1.5619,1928,0.9766,0.5931,92,0.8855,0.193162,0.6677,
1011,17.0208,-1.1610,5.9706,-0.7418,4.2127,0.4192,-1.7579,1.8072,0.9782,6.2712,2.1602,1872,0.9209,0.5885,113,0.7971,0.194338,0.2669,
1012,17.0376,-1.1080,7.8208,-0.7279,6.4542,0.3801,-1.3666,1.4185,0.9644,8.5202,2.1872,1866,0.9477,0.5799,116,0.8125,0.194198,0.0472,
1013,17.0545,-0.5130,9.7918,-0.6675,8.3891,-0.1545,-1.4027,1.4112,0.9984,10.4541,1.6501,1845,0.9172,0.5676,118,0.7548,0.193458,0.6098,
1014,17.0713,-1.5954,11.6238,-0.5530,10.0339,1.0424,-1.5899,1.9012,1.0874,12.1154,2.7275,1933,0.9468,0.5630,128,0.7613,0.194018,0.5590,
1015,17.0881,-0.7383,13.1041,-0.3713,11.5768,0.3670,-1.5273,1.5708,1.2547,13.6647,2.0703,1924,0.9750,0.5583,127,0.7934,0.194241,0.2866,
1016,17.1050,-0.8154,14.3338,-0.1777,12.9866,0.6377,-1.3472,1.4905,1.4302,15.0802,2.3664,1885,0.9426,0.5503,127,0.7202,0.194003,0.0483,
1017,17.1218,-1.2088,15.6824,0.0132,14.3340,1.2220,-1.3484,1.8197,1.6006,16.4401,2.9098,1946,0.9752,0.5441,125,0.7358,0.193818,0.6656,
1018,17.1386,-0.7424,17.4190,0.1630,15.7868,0.9054,-1.6322,1.8665,1.7307,17.9035,2.5201,1930,0.9749,0.5377,125,0.6591,0.194003,0.4358,
1019,17.1555,-0.0998,18.6678,0.2592,17.4227,0.3590,-1.2451,1.2958,1.8083,19.5427,2.0991,1875,0.9601,0.5327,126,0.7369,0.193873,0.2929,
1020,17.1723,-0.2165,20.3997,0.3255,19.0461,0.5420,-1.3536,1.4581,1.8518,21.1711,2.2075,1711,0.7643,0.5234,127,0.6677,0.193810,0.2600,
1021,17.1892,-0.2659,22.0022,0.3689,20.5041,0.6348,-1.4981,1.6270,1.8699,22.6352,2.2276,1955,0.9774,0.5144,129,0.7022,0.193400,0.2074,
1022,17.2060,0.3697,22.7478,0.3924,21.7620,0.0227,-0.9858,0.9861,1.8743,23.8899,1.8890,1935,0.9727,0.5097,128,0.7011,0.193243,0.8735,
1023,17.2228,-0.3779,24.2863,0.4131,22.9536,0.7910,-1.3327,1.5498,1.8763,25.0858,2.3918,1926,0.9733,0.5059,131,0.6395,0.193697,0.1820,
1024,17.2397,0.1751,25.3877,0.4211,24.1174,0.2460,-1.2703,1.2939,1.8655,26.2476,1.8965,1940,0.9833,0.4981,133,0.6909,0.193268,0.4884,
1025,17.2565,0.2235,26.3062,0.4305,25.2578,0.2070,-1.0484,1.0686,1.8577,27.3856,1.9585,1946,0.9909,0.4949,135,0.6980,0.193406,0.6314,
1026,17.2733,-0.3408,27.5897,0.4481,26.3322,0.7889,-1.2575,1.4845,1.8577,28.4624,2.3654,1945,0.9779,0.4909,133,0.6354,0.193715,0.1034,
1027,17.2902,-0.6677,28.7444,0.4464,27.3846,1.1141,-1.3598,1.7579,1.8374,29.5202,2.6225,1941,0.9768,0.4863,134,0.6172,0.193693,0.3309,
1028,17.3070,-0.5525,29.6711,0.4448,28.3652,0.9973,-1.3059,1.6432,1.8191,30.5041,2.5136,1936,0.9814,0.4818,128,0.6233,0.193672,0.1897,
1029,17.3238,-0.3442,30.4667,0.4691,29.2668,0.8133,-1.1999,1.4496,1.8285,31.4075,2.3676,1933,0.9729,0.4779,127,0.6028,0.193609,0.1360,
1030,17.3407,-0.5326,31.3790,0.5351,30.1254,1.0677,-1.2536,1.6467,1.8808,32.2697,2.5725,1943,0.9865,0.4750,126,0.5647,0.193864,0.2579,
1031,17.3575,-0.0233,31.9773,0.6231,30.9314,0.6464,-1.0459,1.2295,1.9559,33.0758,2.2636,1949,0.9760,0.4705,127,0.5870,0.193670,0.2547,
1032,17.3743,-0.0162,32.7102,0.6728,31.6561,0.6890,-1.0541,1.2593,1.9935,33.8006,2.2865,1977,0.9895,0.4674,129,0.6306,0.193688,0.1716,
1033,17.3912,-0.3937,33.5272,0.7186,32.3275,1.1123,-1.1997,1.6360,2.0290,34.4742,2.6012,1929,0.9658,0.4659,123,0.5409,0.193981,0.1593,
1034,17.4080,0.0677,33.8623,0.7560,32.7980,0.6883,-1.0643,1.2675,2.0591,34.9441,2.2663,1945,0.9685,0.4624,130,0.5696,0.193935,0.2697,
1035,17.4249,-0.1402,34.1944,0.7976,33.1711,0.9378,-1.0233,1.3880,2.0946,35.3179,2.5013,1956,0.9835,0.4616,128,0.5293,0.193902,0.0563,
1036,17.4417,0.0480,34.4667,0.8925,33.4103,0.8445,-1.0564,1.3525,2.1856,35.5584,2.4002,1991,0.9940,0.4602,128,0.4840,0.193902,0.0629,
1037,17.4585,0.2561,34.5744,1.0065,33.5534,0.7504,-1.0210,1.2671,2.2968,35.7030,2.3320,1985,0.9965,0.4593,128,0.4859,0.193877,0.0461,
1038,17.4754,0.1115,34.6901,1.1046,33.6326,0.9931,-1.0575,1.4507,2.3939,35.7837,2.5309,1991,0.9965,0.4605,128,0.4869,0.194195,0.0410,
